,Job Title,Job Description,Company Name
404,Business Development Trainee,"For more than two decades, we have strived and demonstrated unwavering commitment to clients. With our headquarters in Hong Kong, one of the major financial hubs in the world, AMG FINANCIAL GROUP has grown to become one of the leading providers of wealth management and financial advisory services in the Region.

Throughout the years, AMG FINANCIAL GROUP has developed a global strategic alliance with numerous multinational financial institutions (including members of the Fortune Global 500 Companies) to provide a wide range of innovative financial products and services to our clients.

This is a golden opportunity to experience the Asset and Risk Management Industry. We believe in providing high-quality training in financial services that fosters continuous professional development to high net-worth individuals and has proven to significantly enhance client’s portfolios.

Candidates who are looking for an opportunity where provide professional training support to experience the business environment and career development are welcome to join our program

Job Duties

Follow up with potential clients

Manage and update clients database

Identifying and developing client business relationships

Develop and maintain a strong working relationship with clients

Coldcall to constantly identify and initiate potential key accounts

Organize and participate in sales visits with potential and existing clients

Any other administrative duties as assigned by the immediate supervisor

Passion to learn and become one of the successful leaders in the industry

Degree Holder or above in any discipline, Degree in Finance, Economics, or Financial Engineering would be an advantage.

Proficiency in both written and spoken English and Cantonese, proficiency in Mandarin would be an advantage.

Fresh graduates with good interpersonal skills and great eagerness to learn and explore in order to become one of successful leaders in the industry are welcome.

Full-time,Permanent,Internship",AMG Financial Group Limited
405,Junior Account Clerk,"Responsibilities:

- Assist in daily accounting operations;

- Assist in any ad-hoc duties as required

Requirements:

-DSE or above with LCCI Level 2

- Proficient in MS Office applications and Chinese typing

- Fresh graduate will also be considered

- Immediate availability is highly preferred

Others:

- 5 day work week

- Bank Holiday

Interested parties please click ""apply"" with full resume with expected salary and available date.

工作類型: 全職, 長期

薪酬： $13,000.00至$15,000.00（每月）

工作時間：

日班

補充薪酬類型：

勤工獎金

教育程度:

中學 (優先考慮)",Joy Asia Corporation Limited
406,Wealth Management Trainee/ Wealth Management Manager (IANG Team),"Job Description

Client Networking (including High-Net-Worth-Clients)
Wealth Management and Taxation Advice
Investment Planning and Portfolio Advice
Retirement, Estate, and Risk Management Planning
Develop and expand existing networks through customer relationship management

Skills & Requirements

Undergraduate or Degree holders or above in any discipline
HKID, IANG/ Dependant visa holders
Fresh graduates, IANG, and Top Talent Pass Scheme(TTPS) visa holders are also welcome
Fluent in Cantonese or Mandarin
Strong team-building skills, willing to learn, and determined
You are required to obtain the relevant license(s) if your job involves regulated activities

Job Benefits:

Attractive allowance, uncapped commission
Flexible working hours
Overseas convention and travel incentives
Professional pre-job and on-job training
Apply for an IANG visa (If needed) for applicants before contracting

Please quote job reference number on Job application
Job reference no: KC202312_FC

Job Types: Full-time, Part-time, Freelance

Salary: From $15,000.00 per month

Expected hours: No less than 40 per week

Benefits:

Contract renewal
Flexible schedule
Opportunities for promotion
Paid sick time
Paid time off
Professional development
Work from home

Supplemental pay types:

Commission pay
Performance bonus
Yearly bonus

Education:

Associate Degree / Higher Diploma (Preferred)

Language:

Cantonese / Mandarin (Preferred)

Work authorization:

Hong Kong (Preferred)",AIA INTERNATIONAL LIMITED
407,Thai Graduate Consultant,"About The Company

The Company connects worldwide industry experts, and identifies the world’s best experts with the right experience and insights to address our clients’ questions. You will have the opportunity to work with clients like 500 fortune companies, Investment banks, and private equity ! This role helps you to gain different industry knowledge, and shape into a future industry expert. Associate is a fast-paced, commercial role with a clear focus on results and revenue generation, and Associates who succeed here often embark on successful careers in commercial and operational leadership.

Jobs Responsibility:

Be the connection point between our clients and industry experts
Understand our clients’ knowledge gaps
Identify experts with the knowledge that can address our clients
Conduct high-level research on companies and industries
Reaching out to experts and assessing whether they possess the knowledge that our clients is seeking
Working on several client requests at same time

Jobs Requirement :

Any disciplines of Bachelor's degree
0-2 years work experience
Native in Thai
Result-oriented and Critical thinking
Client-first mindset
Project management, time management and Communication skills
Innate curiosity and excitement about the business world
Hard working and able to work under pressure

Why work for us?

Gaining exposure and experience to different custom projects with different clients;
Getting opportunities to meet clients from different industries, especially have chance to work with top level managers, gain more insight about different markets;
Building relationships and networks with clients from all industries to help your personal business growth;
Cooperating with different teams to organize live and virtual event contents, gain hands-on experiences in holding events.
Professional Training
Equipped with company gym room ( with discount ), monthly team events, free breakfast & snacks

工作類型: 全職

薪酬： $24,000.00至$30,000.00（每月）",The Hong Kong Internship Platform
408,Project Engineer / Assistant Project Engineer (Fresh graduate is also welcome),"The incumbent will be primarily responsible for the following duties : -

Design, plan and coordinate lifts and escalators modernization
Monitor the project progress, report the project status and identify any potential problems
Attend site meetings and ensure that all project works are properly executed and followed through
Perform site activities such as site coordination with architects, consultants, landlords and site supervisors, etc.
Conduct site Safety and Health inspections / observations to ensure corrective actions are taken for unsafe practices or conditions observed

Requirements

Degree or Diploma in Mechanical / Electrical / Electronic Engineering, Building Services or a related discipline
1 - 3 year's relevant experience, preferably in the Elevator and Escalator industry
Good communication, analytical and planning skills
Strong problem solving skills, with an ability to work under pressure
Knowledged of AutoCad is an advantage
Good command of spoken and written English and Chinese
Candidates with less experience will be considered as Assistant Project Engineer

We offer the right candidate with competitive remuneration package and benefits including marriage leave, paternity leave, study leave and medical scheme (includes dependant coverage).

Interested parties please send us your detailed resume with current and expected salary by

Email: recruit.shk@hk.schindler.com
WhatsApp: 63972525

All information provided by applicants will be used for recruitment related purposes and handled in strict confidence by authorized personnel. The personal data collected will be destroyed after three months.

Job Types: Full-time, Permanent

Pay: From $19,000.00 per month

Benefits:

Additional leave
Employee discount
Gym membership
Maternity leave
Medical Insurance
Parental leave

Schedule:

Day shift

Supplemental pay types:

Performance bonus

Ability to Commute:

Quarry Bay, Hong Kong (Required)

Ability to Relocate:

Quarry Bay, Hong Kong: Relocate before starting work (Required)",迅達升降機(香港)有限公司
409,Junior / Senior Sales Executive,"FFC International Company Ltd

FFC International Company Ltd. newly formed subsidiary company under FORTUNE FREIGHT GROUP to provide international freight forwarding services, it has physically been in the business field since 1989 performed by former company name of Fortune Freight. FFC International Company Ltd. is located in Hong Kong and acts as the head office to provide administrative and financial supports to other wholly owned branch offices in the Taiwan, Singapore, Vietnam & China regions.

Responsibilities

Develop own client base & achieve business targets and objectives (cold call & outdoor work required)

Handle nomination accounts

Contribution on free hand cargo

Communicate with overseas agents

Requirements :
Relevant sales experience in shipping lines or freight forwarders; Less experience or Fresh graduate will also be considered.

Positive working attitude

Can handle written & oral English and Mandarin.

Pro-active with good communication and presentation skills.

We offer attractive benefits to the right candidates including :

13 months salary

5-days work week

14 days

Medical Insurance

Overtime Pay

On-job training/ workshop

Company outing

Job Location : Hunghom

Interested parties: Please send email with full resume expected salary and date of availability to [email redacted, apply via Company website]. For more information about our company, please visit www.ffc-international.com.

Full-time",FFC International Company Limited
410,Graduate Engineer,"Wo Hing is a well established civil engineering Main Contractor. We are recruiting high calibre individuals to fill the following positions to work on a variety of challenging utilities/infrastructure projects:

Responsibilities:
Assist Project Manager or Site Agent to monitor site progress

Assist in site operation and project management

Prepare documents and drawings for submission

Requirements:
Holder of Bachelors Degree in Civil Engineering or relevant discipline

Self-motivated and well-organized

Holder of a vaild Hong Kong Driving Licence is perferred

Good command of both written and spoken English and Chinese

Proficiency in computer software applications including MS Word, MS Excel, MS Project and AutoCAD

Successful candidates will join HKIE Scheme ""A"" program

Applicants should send their C.V. with expected salary and availability by clicking Apply Now.

Personal data collected will be used for recruitment purpose only.",Wo Hing Construction Company Ltd
411,Field Engineer Trainee 2024 (Open for 2024 graduate engineer),"Field Engineer Development Program (FEDP)

FEDP experience is a face-to-face learning exposure including on-the-job rotation, mentoring, coaching, sustainability and charity events that will provide you with board exposure to the Schindler business.

During the 2-year programme, you will be introduced to the following FEDP journey:

1st Month: Induction and Training

Learnings include: Schindler business & technical processes, latest product knowledge & technology, safety training, site exposure.

2nd - 12th Months: 1st Job Rotation

Will be attached to one of the operations departments such as Existing Installation, Technical & Field Support, Modernization and New Installation.

13th - 24th Months: 2nd Job Rotation

Will be attached to one of the operations departments such as Existing Installation, Technical & Field Support, Modernization and New Installation.Upon successful completion of the FEDP journey, you will start with a specialist position in one of the operations departments. You will undergo further development such as overseas assignment at a later stage. Our goal is to develop you to become our Operations team leader in 5+ years and to work at director level in 11+ years.

Requirements

A final year student or recent graduate with an Engineering degree from reputable university (mechanical / electrical engineering background is preferred).
Have less than 1 year of full-time work experience.
Passionate to work in elevator and escalator industry.
Fluent in speaking Cantonese and able to read and write Chinese.
Ability to speak, read and write English.
Problem solving, can-do attitude, self-motivated.
Self-reflective, open to take feedback and learn from experience.
Willingness to work at construction site.
Housing will be provided to successful overseas candidates.

Assessment & Onboarding Schedule

Application Opening: Now - March 2024
Assessment: 1st Week of May 2024
Offer: Mid of May 2024
Onboard: 3rd July 2024

We offer the right candidate 5 days' work, competitive remuneration package and benefits, including annual leave, marriage leave, paternity leave, study leave, medical scheme (with dependents coverage), education subsidy and attractive retirement plan.

Interested parties please send us your detailed resume with current & expected salary by

Email: recruit.shk@hk.schindler.com

Phone: 63972525

All information provided by applicants will be used for recruitment related purposes and handled in strict confidence by authorized personnel. The personal data collected will be destroyed after three months.

Job Type: Full-time

Pay: From $23,000.00 per month

Benefits:

Additional leave
Employee discount
Maternity leave
Medical Insurance
Parental leave

Schedule:

Monday to Friday

Supplemental pay types:

Yearly bonus

Ability to Commute:

Quarry Bay, Hong Kong, Hong Kong (Required)

Ability to Relocate:

Quarry Bay, Hong Kong, Hong Kong: Relocate before starting work (Required)",迅達升降機(香港)有限公司
412,Assistant / Officer - Site Property Management,"Hutchison Telecom Hong Kong is a leading digital operator in Hong Kong, committed to channelling the latest technologies into innovations that set market trends and steer industry development. We offer diverse and advanced mobile services under the 3, SUPREME, MO+ and SoSIM brands in the consumer market, and are dedicated to developing enterprise solutions in the corporate market under the 3Business brand .

We are currently recruiting exceptional candidates to join our team as we enter the digital era powered by advanced 5G tech. To learn more about us, visit www.hthkh.com.

Job Highlights:
Recent graduates to develop career in a Telecommunications industry

Assist in site hunting, application, coordination and proposal submission

Extensive career exposure in a supportive & friendly work environment

Responsibilities:
Be part of the team to support supervisor(s) in site hunting, application, coordination and proposal submission

Prepare documentation for tenancy / license agreements

Manage site renewal records

Handle ad hoc tasks as required

Requirements:
Associate Degree or above in any disciplines

Previous exposure in the leasing or telecommunications field is preferable

A positive team player, attention to details and good numerical sense

Good command of written and spoken English and Cantonese

Well-versed in MS office applications

Welcome recent graduates

Apart from a competitive remuneration package and exciting opportunities for career development within the Group, we provide attractive employee benefits such as free company shuttle, free company SIM card and preferential SIM plan offers, comprehensive medical & insurance schemes, as well as a full range of other employee well-being provisions.

Interested parties, please submit your full resume with present and expected salary by clicking “APPLY NOW"".

We are an equal opportunity employer and welcome applications from all qualified candidates. Personal data collected will be treated in the strictest confidence and handled confidentially by authorised personnel for recruitment-related purposes only within the CK Hutchison Group of companies. The personal data of unsuccessful applicants will be destroyed after the recruitment exercise pursuant to the requirements of the Personal Data (Privacy) Ordinance in Hong Kong.

Full-time",Hutchison Telecommunications (Hong Kong) Limited
413,"Auditors, all grade","Job Highlight:

· Five-day week, work life balance, performance bonus

· Wide industry experience

· Grade A commercial building in Tsim Sha Tsui area

· Good career prospect

· Fresh graduates welcome

Job Description

- To carry out various audit, accounting and tax assignments under the supervision

- Assisting the team to carry out quality audit and other assurance services to clients across various industries

- Experience in handling listed companies audit engagements and US audit is an advantage

Requirement

- Degree / Post-secondary diploma / certificate in accounting or equivalent accounting training, fresh graduates are welcomed

- Good interpersonal skills, mature, analytical and self-starter

- Able to handle audit independently

- Good command in spoken & written English & Chinese (Cantonese & Putonghua)

- Proficient in MS Office

- Willing to travel if required

工作類型: 全職, 長工

薪酬： $20,000.00至$30,000.00（每月）

工作時間：

星期一至星期五

補充薪酬類型：

年終獎金
表現花紅

願意公幹:

25% (優先考慮)",JFY CPA Limited
414,Veterinary Trainee,"We are currently seeking a Veterinary Trainee to join Hong Kong’s largest veterinary group with 9 hospitals/clinics and a flagship hospital in Singapore.

We offer structured career development, competitive remuneration and the chance to work in some of the most interesting and diverse parts of the world.

As part of an established and highly regarded clinical team, you’ll bring energy, exceptional hospitality, and ensure our patients and clients receive the very best care whilst with us.

Main duties:

This role will commence in the reception, in order to get to grips with the operations of a veterinary clinic. The Veterinary Trainee will then be transferred to different sections of the clinic for further development, with the goal of transitioning into a fully fledged Veterinary Assistant.

Here's a snapshot of some of the key duties related to this role:

Greet and welcome patients as soon as they arrive at the office
Answer, screen and forward incoming phone calls / WhatsApp / Emails
Provide basic and accurate information in-person and via phone/email
Update calendars and schedule bookings
Schedule appointments between doctors and patients.
Keep updated records of office expenses and costs
Liaise between medical departments with discretion and professionalism
Assist with admissions/treatment as per agreed protocols.
Ensure that stock levels are adequate and orders are made timeously.
Communicate medical results to patients under clinical supervision.
Ensure that patient data are accurate and are updated from time to time
Informing the Veterinarian of any emergencies that require urgent attention.
Receiving and verifying payments after each consultation.
Monitoring the inventory of items for sale by the practice and restocking these, as needed.
Overseeing the sale of items stocked by the practice.
Liaising with courier services and laboratories to ensure that samples are delivered and collected on time.

Requirements:

F.5 or DSE graduate
Animal lover
Be fluent in spoken & written English and Cantonese/Chinese
Knowledge in animal health care or relevant working experience is an advantage
A practiced and excellent manner to customers
Responsible, good interpersonal skills and able to work under pressure
Able to work as a team with good communication skills
5 working day per week (include Sat & Sun), 10 hours shift. Shift duty is required. (8am-6pm / 10am-8pm / 1pm-11pm)
Compensatory day off for working on public holidays
Working Location: Sai Ying Pun

Offer:

Competitive Salary
Medical Insurance & Dental Insurance
Education Allowance
Monthly Bonus
Staff Discount

If you think you could be the right person for this job, enjoy working with people and being a family members of the Hong Kong’s largest veterinary group, please take action by clicking Apply.

Personal data collected will be used for recruitment purpose only.

Job Type: Full-time

Salary: From $14,000.00 per month

Benefits:

Dental insurance
Employee discount
Medical Insurance
Paid sick time

Schedule:

Shift system
Weekend Availability

Supplemental pay types:

Overtime pay
Performance bonus",Pet Space Group Limited
415,SUPPLY CHAIN GRADUATE TRAINEE,"POSTE

Supply Chain Graduate Trainee Program Overview

The Louis Vuitton Supply Chain Graduate Trainee Program is an exciting 18-month data and system-intensive journey, to groom and develop high-potential young talents as our future professional Supply Chain specialists.

At the core of our operations lie Louis Vuitton's proprietary supply chain tools and applications, backed by extensive databases that provide comprehensive information critical for decision-making. Together with exclusive accesses to in-depth cross-market & functional job rotation opportunities, diverse projects, as well as personalized mentoring & buddy support, Trainees will make a real impact by driving business success as part of our world-class Supply Chain team.

Regional Office & Store Rotations

The structured rotational Program will equip Trainees with multi-faceted operational experience and technicality to be a key partner to our regional Store network in meeting their global objectives: proficiently solving distribution challenges, defining the optimal replenishment process, managing inventory flow, supporting new opening & events etc.

At the Regional Office, Trainees will dive into a fast-paced environment with our Supply Chain teams for the majority of the program - mastering tools, applications and data via a diverse range of assignments and cross-functional projects. In addition, trainees will also have the chance to attach to different departments including Warehouse, Merchandising and E-Retail.

In Stores, Trainees will gain hands-on experience to partner closely with retail teams including Client Development and Retail Operations, supporting the unique ecosystem of our retail business.




PROFIL

The Candidate

2022-2024 University graduates in BS/BA/MA business or technical discipline with no more than two years of working experience
Passion for the Brand with keen interest to build a career in Supply Chain
Fluency in written and spoken English, Cantonese and Mandarin
Proficiency in MS Office products (Excel, Access). Power BI is a plus
Robust quantitative analytical skills
Demonstration of an entrepreneurial spirit: challenge the status quo, adapt effectively to change, explore reasons for mistakes and learn from them
Strong strive to deliver excellence: continuously seek improvement to deliver high quality results, challenge oneself and others to go the extra mile
Believer in teamwork: support and collaborate with others across functions and levels of the organization, seek insights from diverse resources, celebrate team successes

Expected Key Attitudes

Curiosity – Eager to discover and explore new solutions
Empathy – Able to put themselves in stakeholders’ shoes and create trust
Agility – Adaptable to different situations & change
Commercial Mindset – Always aim at service excellence, never gives up, takes risks and moves forward



INFORMATIONS COMPLÉMENTAIRES

Important Note

Application Deadline: Apr 7, 2024

For interested applicants, please submit your resume via the Louis Vuitton Career Website. Selected candidates will be invited for next steps on a rolling basis, and the positions will be filled as soon as desirable candidates are selected.

All applications will be treated in strict confidence and used only for recruitment purpose. Applicants who are not invited for interview within four weeks may be considered for other suitable positions within the Group over a one-year period, after which their personal data will be destroyed.",Louis Vuitton
416,"2024 Graduate Associate, Audit & Assurance","About this position

Why join us

You don’t join Mazars by coincidence, you choose Mazars: a global school of excellence where you will be challenged to develop and grow. Progression is tied to education, empowering you to match your career to your aspirations both within and outside our firm. We expect your contribution to what Mazars and our clients do next and reward your ingenuity. Come and write the rest of (y)our story with us – you’ll make friends along the way too.

Mazars, the smart choice.

What you can expect

As a Graduate Associate with our Audit & Assurance team, you will build an understanding on the importance of audit work and how it impacts their business. You will be working in a team environment, leading by a senior and stepping out to interact with clients. The senior will guide you through in case you have any questions. Also, you will gain exposure to a number of different industries and organisations, from privately owned business, well known household name up to public/listed companies.

Your typical day will vary between:

Getting familiar to use key software and systems facilitating your day-to-day work;
Learning by doing through checking and investigating a client’s financial information, such as purchase and sales invoices, payroll records, bank balances and statements;
Building up your professional knowledge by providing analysis and insight;
Nurturing client relationships through meetings and developing an understanding of their business/industry;
Acquiring essentials skills to shape your career the way you want

Who we are looking for

We are looking for collaborative people who think creatively about their work and enjoy embracing challenges. Do you have the followings?

Excellent communication skills – the ability to connect with clients and stakeholders
Interpersonal skills – the ability to build client relationships with a foundation of trust and responsibility; the ability to fit in a team environment and establish rapport with peers as well as supervisors
Analytical skills – the ability to think critically, research and solve problems
Attention to detail and strong time-management skills
Commitment to self-development & learning
Affinity with our values – in particular, respect for individuals, diversity and integrity.
Self-motivation and passion about your career
Ability to work with deadlines
Non-degree holder in any discipline
Good writing and speaking skills in English and Chinese
Proficiency in MS Office

If this sounds like you, this could be the perfect opportunity.

Intake Period
June 2024/ October 2024

What we offer

Choosing the right start is the first step to a promising career path. We recognise that rewards are important to you. On top of the base salary you will be receiving, we offer a range of staff caring benefits and policies including medical and dental insurance, life insurance, a 5-day working week, discretionary performance bonus, qualified pay, birthday leave, marriage leave and employee activities. For your career progression, we will provide examination support, including but not limited to study / examination leave and subsidy along the way.

Apply
Apply now
Apply now",Mazars
417,CASETiFY Management Trainee 2024 - Unleash Your Potential with Us!,"Become part of one of the world's leading lifestyle companies.

Join the CASETiFY Management Trainee 2024 and embark on an exciting journey to develop your skills, gain valuable experience, and accelerate your career growth. As a global leader in customizable tech accessories, CASETiFY is renowned for its innovative designs and commitment to quality. We are now seeking exceptional individuals who are passionate about making a difference in the tech industry to join our dynamic team.




Journey Overview

The CASETiFY Management Trainee offers a structured and comprehensive learning experience designed to nurture future leaders. As a trainee, you will have the opportunity to rotate through various departments and gain exposure to different aspects of our business operations. This intensive program will provide you with hands-on training, mentorship from industry experts, and the chance to work on real-world projects that drive our company's success. If you want to make a difference, then come join us and become part of our fast growing team!




Your Journey with CASETiFY

We are inviting you to undergo a 24-month journey at CASETiFY, getting to know the essence of our marketing and e-commerce industry. You will be going through a comprehensive and insightful journey which includes but not limited to:

Collaborate with cross-functional teams to develop and execute strategic initiatives
Assist in analyzing market trends, conducting research, and identifying growth opportunities
Contribute to the development and implementation of marketing campaigns and product launches
Support in managing projects, ensuring timely delivery and meeting objectives
Participate in team meetings, workshops, and training sessions to enhance your skills and knowledge
Contribute to the overall success of the organization through active engagement and innovative thinking



Upon completion of the 24-month journey, you should be in the capacity of a Senior Officer or an Assistant Manager role who equips with solid and holistic ground operations know-how, functional competencies, and embed with the experience and skills of CASETiFY.




Discover More: Program Overview




YOUR PROFILE

Final year university students or graduates with up to 2-year of working experience
Strong analytical skills and the ability to think critically
Excellent communication and interpersonal skills
Proactive mindset with a strong desire to learn and grow
Passion for the tech industry and staying up-to-date with the latest trends
Ability to work effectively in a fast-paced, dynamic environment



WHAT WE OFFER

Strong career support in an international environment
Experience international exposure by working in one of our locations around the world
Having the potential to make YOUR ideas go LIVE
Comprehensive training and mentorship from industry professionals
Exposure to different departments and functions within the organization
Opportunities for career advancement based on performance and potential
Vibrant and inclusive work culture that values collaboration and innovation



HOW TO APPLY

If you are ready to kick-start your career at CASETiFY and join our esteemed Management Trainee, we warmly welcome you to take the following steps:

Submit your resume, portfolio, or any relevant previous work that showcases your skills and experience
Upload a 1-minute video in either MOV or MP4 format, where you address two questions in English: a) provide a brief introduction of yourself and b) express your interest in the CASETiFY Management Trainee Program



We're excited to review your application and get to know you better. Please note that only selected candidates will be contacted for further evaluation.

Join us at CASETiFY and unleash your potential as you embark on an exciting journey toward becoming a future leader in the tech industry!




APPLICATION DEADLINE: 31 March 2024",CASETiFY
418,Operation Assistant (Fresh graduate welcome),"Job Responsibilities:
To be responsible for daily processing work such as account opening and deposit instructions
To ensure all...

Job Responsibilities:
To be responsible for daily processing work such as data inputting, documents checking and payment instructions
To ensure all transactions under own area of responsibility are processed, confirmed and settled in a timely basis;
To carry out standard checks on all transactions prior to execution to ensure they meet the required standards;
To ensure the smooth processing of on-boarding new clients and check that all required documents are provided and kept up to date;
To complete administration activities including but not limited to filing / storage of documentation and data entry; and
Adhere to all company policies and guidelines.

Job Requirements:
Tertiary education or above;
Sound banking experience / knowledge with at least 1-2 years of experience in operation support is preferred
Good knowledge in PC (e.g. Word, Excel & Access);
Good command of written and spoken English; and
Good interpersonal skills to deal courteously and effectively with others.
We regret to inform that only shortlisted applicants will be notified. Personal data collected will be used for recruitment purposes only. For our Privacy Policy, please visit: https://www.mufgamericas.com/candidate-privacy-policies-by-country
All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.

Full-time","MUFG Bank, Ltd."
419,Graduate Consultant,"Overview:


Role: Graduate Consultant

Location: Hong Kong

Role ID: 2023 - 2022


Our vision is to create a safe and sustainable world

Ricardo plc is a global strategic, environmental, and engineering consulting company. With over 100 years of engineering excellence and employing close to 3,000 employees in more than 20 countries, we provide exceptional levels of expertise in delivering leading-edge and innovative cross-sector sustainable products and solutions. Every day, we enable our customers to solve the most complex and dynamic challenges to help achieve a safe and sustainable world.


We are recruiting a Graduate Consultant in Hong Kong. The main job scope is as follows:

Responsibilities
Support various RAMS activities, including the Hazard Analyses and HAZOP workshops, development and management of the Hazard Log, Failure Modes, Effects, and Criticality Analysis (FMECA), Quantitative Risk Assessment and other Reliability, Availability, Maintainability Analyses .
Participate in Human Factors Studies on Automatic Train Supervision System (ATSS), Main Control System (MCS) and other subsystems, applying human factors analyses on control room, station systems design.
Assist in Electromagnetic Compatibility (EMC) projects by supporting EMC management activities, EMC simulation and modelling and preparing reports.
Facilitate technical client facing meetings and workshops by supporting meeting preparation and meeting minutes production.
Conduct research on various industries, innovation topics (e.g., H2, decarbonization), markets and technical topics, support delivery of technical projects, technical seminars, and business development activities.
Contribute to the summarization and consolidation of worldwide railway accident database update for internal review and reference.
Support project as technical consultants, project coordinate and develop skills in project management, coordinate the engagement between Ricardo team and external clients and sub-contractors.
Visit various railway sites (including Operation Control Centre, depot, Station Control Rooms, or other) to support project activities, or travelling to project locations for RAMS / HF / EMC workshops where required.

Qualifications and Experience
Bachelor’s degree or higher in Mechanical/Mechatronic/Electrical Engineering (or other related discipline)
Recent graduates, experience in railway company or related discipline.
Skills
Intermediate to advanced Microsoft Office skills (Word, Excel, PowerPoint and Outlook).
Excellent English verbal and written communication.
Organised and able to meet deadlines.
Careful and honest, good interpersonal relationship.

Working here

You will be warmly welcomed into our workplace where every voice matters. We are diverse thinkers and doers, coming together to create a culture of inclusion. We will support you to find your place.


We will encourage you to use your passion and expertise to make a positive impact through the projects you work on. Your knowledge and desire to bring about change will be invaluable in helping deliver innovative solutions that support communities across the globe in becoming safer and more sustainable.


Work life balance

We offer flexible approaches to work, whether that is working from home, being in the office, or as a hybrid worker. We're happy to discuss flexible working arrangements. Wellbeing is at the core to our culture, allowing employees to flourish and to achieve their full potential.


Benefits

We want you to know how much you are valued. Your remuneration and benefits package will reflect that. You will receive a range of benefits which include support for your physical and mental health.


Diversity, Equality, and Inclusion statement

We are an Equal Opportunity Employer, we believe in each person's potential, and we'll help you reach yours. We have an ambitious diversity, equality, and inclusion approach as explained here. We value diversity; recognising that a more diverse workforce creates a richer and more varied working environment. Diversity also drives innovation, by allowing us to offer our clients the best consultancy service that we can. As part of our commitment to engage positively and pro-actively with all our employees and to ensure an inclusive culture, we are a recognised as a 'disability confident' employer.


Next steps

Once you have submitted your application a member of our Recruitment Team will be in touch. Please be aware that the timing can vary dependent on the volume of applications that we receive for each role and in some cases, we may start to review applications prior to the closing date.


Ricardo is a Disability confident employer please advise the recruitment team via recruit@ricardo.com if you require any adjustments to support you throughout the recruitment process.",Ricardo
420,Junior Credit Analyst,"Our Asia Fixed Income team is looking to hire a Junior Credit Analyst in our Hong Kong office. The successful candidate will be expected to contribute to the global emerging market credit research process and support portfolio management activities of Asia credit portfolios.
Perform in-depth credit analysis of emerging market corporate bond credits, with the primary focus on Asia, with the goal of recommending ideas for investment purposes both on an absolute and relative return basis;
Analyze bond indentures for protection provided by the respective covenants and assess and review the risk factors;
Responsible for ongoing research coverage of credits, with the primary focus on Asian corporates, which are held in the EM portfolios to facilitate portfolio manager’s decision making;
Make periodic company and region visits and produce regular call / summary reports;
Generate relative value recommendations on issuers under research coverage;
Undertake credit write-ups for relevant industry review, investment committees etc. as necessary;
Coordinate and collaborate with PineBridge resources globally, including the emerging sovereign team and the IG and HY portfolio management groups, the public equity teams where appropriate.
Proactive involvement in client service, especially in responding to inquiries and supporting the marketing effort. Such service to include periodic meetings, conference calls and reports, client presentation, pitchbooks, RFI.
Education / Experience:
Relevant undergraduate degree required.
Relevant graduate degree / CFA or working toward such designation would be a plus.
1-3 years of working experience in an investment research capacity is desirable but fresh graduates are also welcome.
Knowledge / Skills
Excellent analytical and problem-solving skills.
Collaborative and team worker, able to work with teams spanning many time zones.
Proficient in Excel, Word, etc.
Strong quantitative slills would form an advantage (for instance, VBA and/or Python programming skills).
Strong communicator.
Willing to work in flexible hours.",PineBridge Investments
